,Symbol,Name,Market sector,Market segment,Profit - pre tax (m),Profit - retained (m),Turnover (m),Attributable Profit,Market segment
907,"GFIN","Gfinity Plc",AMQ1,ASQ1,"-4.07","-3.85",5.69,"-3.85",
908,"GFM","Griffin Mining Limited",ASM7,AMSM,27.29,19.98,77.68,19.98,
909,"GFRD","Galliford Try Holdings Plc",SSC5,SSMM,11.40,6.40,1124.80,7.70,
910,"GFS","G4s Plc",ON10,SET3,27.00,"-241.00",7758.00,"-91.00",
911,"GGP","Greatland Gold Plc",AMQ1,ASQ1,"-5.52","-5.57",,"-5.57",
912,"GHE","Gresham House Plc",AMQ1,ASQ1,16.32,9.90,70.36,11.78,
913,"GHG","Georgia Healthcare Group Plc",ON10,SET3,16.71,18.30,254.91,18.30,
914,"GHH","Gooch & Housego Plc",ASM6,AMSM,4.68,2.28,124.07,3.40,
915,"GHT","Gresham Technologies Plc",SQQ3,SSQ3,0.43,"-1.53",37.03,"-1.01",
916,"GIG","Gi Group Poland Spolka Akcyjna",SQS3,SSQ3,0.43,"-1.53",37.03,"-1.01",
917,"GILD","Guild Esports Plc",SQS3,SSQ3,"-8.82","-8.82",1.90,"-8.82",
918,"GINV","Global Invacom Group Limited",AMQ1,ASQ1,"-0.02",0.41,61.04,0.41,
919,"GKP","Gulf Keystone Petroleum Ltd",SMEU,SSMU,121.07,121.71,222.87,121.71,
920,"GLAN","Glantus Holdings Plc",AMQ1,ASQ1,"-2.26","-2.29",10.52,"-2.29",
921,"GLB","Glanbia Plc",ON10,SET3,158.00,86.50,4196.90,167.00,
922,"GLE","Mj Gleeson Plc",SSC5,SSMM,41.71,,288.58,33.87,
923,"GLEN","Glencore Plc",FE10,SET1,5453.61,3678.14,150668.30,3678.14,
924,"GLIZ","Gli Finance Limited",SQS3,SSQ3,5453.61,3678.14,150668.30,3678.14,
925,"GLO","Contourglobal Plc",ON5,SET3,105.67,"-26.77",1591.27,57.90,
926,"GLR","Galileo Resources Plc",AMQ1,ASQ1,0.02,0.02,,0.02,
927,"GLV","Glenveagh Properties Plc",SMEV,SSMU,45.72,37.70,476.81,37.70,
928,"GMAA","Gama Aviation Plc",AMQ1,ASQ1,"-4.32","-8.25",182.00,"-8.25",
929,"GMD","Game Digital Plc",ON10,SET3,"-7.40","-12.30",782.30,"-10.60",
930,"GMPP","Gabelli Merger Plus+ Trust Plc",SFXN,SFM4,"-0.65","-4.70",0.75,"-0.70",
931,"GMR","Gaming Realms Plc",ASM6,AMSM,9.58,1.26,14.67,1.26,
932,"GMS","Gulf Marine Services Plc",ON15,SET3,32.93,31.00,115.13,31.00,
933,"GNC","Greencore Group Plc",SSC4,SSMM,27.80,25.40,1324.80,25.40,
934,"GNK","Greene King Plc",F25F,STMM,172.80,17.50,2216.90,120.40,
935,"GNS","Genus Plc",F25F,STMM,55.80,27.80,574.30,47.30,
936,"GOAL","Goals Soccer Centres Plc",AMQ1,ASQ1,8.16,7.01,33.06,7.01,
937,"GOCO","Goco Group Plc",ON10,SET3,15.80,7.70,152.40,12.70,
938,"GOG","Go-ahead Group Plc",ON10,SET3,"-0.20","-59.50",3898.40,"-28.60",
939,"GOOA","Good Energy Group Plc",AIMN,ASXN,"-0.20","-59.50",3898.40,"-28.60",
940,"GOOD","Good Energy Group Plc",AMQ1,ASQ1,1.83,"-3.58",146.04,"-3.58",
941,"GOR","Gordon Dadds Group Plc",AMQ1,ASQ1,0.97,"-8.55",52.58,"-8.55",
942,"GOT","Global Opportunities Trust Plc",SSC6,SSMM,1.92,"-0.58",2.74,1.64,
943,"GPE","Great Portland Estates Plc",F25F,STMM,166.70,167.20,84.20,167.20,
944,"GPH","Global Ports Holding Plc",SMEV,SSMU,"-33.42","-27.38",97.68,"-27.38",
945,"GPL","Graft Polymer (uk) Plc",SQS3,SSQ3,"-0.95","-0.94",0.22,"-0.94",
946,"GPM","Golden Prospect Precious Metals Limited",SQNL,SSX3,"-0.51","-0.51",0.02,"-0.51",
947,"GPOR","Great Portland Estates Plc",F25F,STMM,"-202.00","-233.60",88.50,"-201.90",
948,"GPSS","Golden Prospect Precious Metals Limited",SQNL,SSX3,"-202.00","-233.60",88.50,"-201.90",
949,"GR1T","Grit Real Estate Income Group Limited",SQNC,SSX3,"-44.05","-41.00",35.58,"-37.54",
950,"GRA","Grafenia Plc",AIMP,ASX1,"-1.71","-1.84",12.36,"-1.84",
951,"GRC","Grc International Group Plc",AMQ1,ASQ1,"-2.83","-2.57",11.76,"-2.57",
952,"GRG","Greggs Plc",F25F,STMM,145.60,102.20,1229.70,117.50,
953,"GRI","Grainger Plc",F25F,STMM,152.10,72.70,248.90,109.50,
954,"GRID","Gresham House Energy Storage Fund Plc",SFML,SFM1,17.84,"-8.12",22.77,17.84,
955,"GRIO","Ground Rents Income Fund Plc",SQNL,SSX3,1.19,1.19,5.69,1.19,
956,"GRIT","Grit Investment Trust Plc",SQQ3,SSQ3,"-0.39","-0.39",,"-0.39",
957,"GRL","Goldstone Resources Limited",AIMP,ASX1,"-1.13","-1.13",,"-1.13",
958,"GRN","Green Reit Plc",ON15,SET3,44.56,6.23,81.86,44.56,
959,"GROC","Greenroc Mining Plc",AMQ1,ASQ1,"-0.31","-0.31",,"-0.31",
960,"GROW","Molten Ventures Plc",F25T,STMM,325.00,300.70,351.20,300.70,
961,"GRP","Greencoat Renewables Plc",ASM6,AMSM,71.14,23.97,93.02,71.14,
962,"GRX","Greenx Metals Limited",SQS3,SSQ3,71.14,23.97,93.02,71.14,
963,"GSC","Gs Chain Plc",SQS3,SSQ3,71.14,23.97,93.02,71.14,
964,"GSCT","The Global Smaller Companies Trust Plc",F25F,STMM,10.99,0.21,13.42,10.24,
965,"GSCU","Great Southern Copper Plc",SQS3,SSQ3,10.99,0.21,13.42,10.24,
966,"GSEO","Vh Global Sustainable Energy Opportunities Plc",SSC6,SSMM,"-1.68","-1.68",1.67,"-1.68",
967,"GSF","Gore Street Energy Storage Fund Plc",SSC7,SSMM,"-1.00","-1.00",5.49,"-1.00",
968,"GSH","Green & Smart Holdings Plc",AMQ1,ASQ1,"-13.65","-13.65",1.92,"-13.65",
969,"GSK","Gsk Plc",FE10,SET1,5442.00,386.00,34114.00,4385.00,
970,"GSP","Gensource Potash Corporation",AMQ1,ASQ1,5442.00,386.00,34114.00,4385.00,
971,"GST","Gstechnologies Ltd",SQS3,SSQ3,"-1.09","-1.09",3.40,"-1.09",
972,"GTC","Getech Group Plc",AIMP,ASX1,"-2.89","-1.95",4.28,"-1.95",
973,"GTE","Gran Tierra Energy Inc.",SQS3,SSQ3,"-2.89","-1.95",4.28,"-1.95",
974,"GTLY","Gateley (holdings) Plc",AMQ1,ASQ1,16.31,13.16,121.38,13.16,
975,"GUN","Gunsynd Plc",AIMP,ASX1,2.01,2.01,,2.01,
976,"GUS","Gusbourne Plc",AIMP,ASX1,"-3.57","-3.57",4.61,"-3.57",
977,"GV1A","Gresham House Renewable Energy Vct 1 Plc",SQQ3,SSQ3,"-3.57","-3.57",4.61,"-3.57",
978,"GV1O","Gresham House Renewable Energy Vct 1 Plc",SQQ3,SSQ3,"-3.57","-3.57",4.61,"-3.57",
979,"GV2A","Gresham House Renewable Energy Vct 2 Plc",SQQ3,SSQ3,"-3.57","-3.57",4.61,"-3.57",
980,"GV2O","Gresham House Renewable Energy Vct 2 Plc",SQQ3,SSQ3,"-3.57","-3.57",4.61,"-3.57",
981,"GVC","Gvc Holdings Plc",FS10,SET1,"-174.20","-357.30",3600.50,"-153.70",
982,"GVMH","Grand Vision Media Holdings Plc",SQS3,SSQ3,"-0.59","-0.48",0.29,"-0.48",
983,"GVP","Gabelli Value Plus+ Trust Plc",ON10,SET3,1.65,0.22,2.50,1.30,
984,"GWI","Globalworth Real Estate Investments Limited",ASM7,AMSM,62.07,47.49,219.35,47.49,
985,"GWIA","Globalworth Real Estate Investments Limited",AIMN,ASXN,62.07,47.49,219.35,47.49,
986,"GWMO","Great Western Mining Corporation Plc",AMQ1,ASQ1,"-0.45","-0.45",,"-0.45",
987,"GYG","Gyg Plc",AMQ1,ASQ1,"-6.06","-5.64",52.83,"-5.64",
988,"GYM","The Gym Group Plc",SSC5,SSMM,"-44.20","-35.40",106.00,"-35.40",
989,"GYS","Gamesys Group Plc",ON15,SET3,50.25,49.15,532.25,49.15,
990,"HAMA","Hamak Gold Limited",SQS3,SSQ3,0.26,0.26,,0.26,
991,"HAN","Hansa Investment Company Limited",ON15,SET3,1.67,"-2.17",5.90,1.67,
992,"HANA","Hansa Investment Company Limited",SMEV,SSMU,0.84,"-0.01",,0.83,
993,"HARL","Harland & Wolff Group Holdings Plc",AMQ1,ASQ1,"-25.51","-25.51",18.52,"-25.51",
994,"HAS","Hays Plc",F25F,STMM,204.30,154.20,6588.90,154.20,
995,"HAST","Henderson Alternative Strategies Trust Plc",ON10,SET3,1.65,0.66,2.21,1.63,
996,"HAT","H&t Group Plc",ASM6,AMSM,7.86,2.06,122.00,6.04,
997,"HAYD","Haydale Graphene Industries Plc",AMQ1,ASQ1,"-3.77","-3.41",2.90,"-3.41",
998,"HBR","Harbour Energy Plc",F25F,STMM,232.56,74.76,2572.48,74.76,
999,"HBRN","Hibernia Reit P.l.c.",ON10,SET3,54.08,31.26,60.36,54.24,
1000,"HCFT","Highcroft Investments Plc",SQQ3,SSQ3,3.24,"-0.07",,2.94,
1001,"HCM","Hutchmed (china) Limited",ASM6,AMSM,"-138.78","-91.96",166.75,"-91.96",
1002,"HDD","Hardide Plc",AIMP,ASX1,"-2.93","-2.80",3.60,"-2.80",
1003,"HDIV","Henderson Diversified Income Trust Plc",SSC6,SSMM,8.79,0.46,9.97,8.78,
1004,"HDT","Holders Technology Plc",AIMP,ASX1,"-0.26","-0.28",9.84,"-0.26",
1005,"HDY","Hardy Oil & Gas Plc",SMEW,SSMU,"-43.24","-43.24",,"-43.24",
1006,"HE1","Helium One Global Ltd",AMQ1,ASQ1,"-5.16","-5.02",,"-5.02",
1007,"HEAD","Headlam Group Plc",SSC5,SSMM,27.60,17.80,667.20,24.40,
1008,"HEFT","Henderson European Focus Trust Plc",SSC6,SSMM,5.80,"-1.54",6.88,5.18,
1009,"HEIC","Harmony Energy Income Trust Plc",SFQQ,SFM2,5.80,"-1.54",6.88,5.18,
1010,"HEIQ","Heiq Plc",SQSL,SSX3,5.14,3.65,36.86,3.65,
1011,"HEIT","Harmony Energy Income Trust Plc",SFQQ,SFM2,5.14,3.65,36.86,3.65,
1012,"HELD","Hellenic Dynamics Plc",SQS3,SSQ3,5.14,3.65,36.86,3.65,
1013,"HEMO","Hemogenyx Pharmaceuticals Plc",SQS3,SSQ3,"-3.78","-3.77",,"-3.77",
1014,"HER","Herencia Resources Plc",AIMP,ASX1,"-1.20","-1.20",,"-1.20",
1015,"HERC","Hercules Site Services Plc",AMQ1,ASQ1,"-1.20","-1.20",,"-1.20",
1016,"HERT","Hertsford Capital Plc",SQS3,SSQ3,"-0.06","-0.06",,"-0.06",
1017,"HFD","Halfords Group Plc",SSC4,SSMM,96.60,61.20,1369.60,77.70,
1018,"HFEL","Henderson Far East Income Limited",SSC5,SSMM,37.76,"-0.27",40.34,33.77,
1019,"HFG","Hilton Food Group Plc",F25T,STMM,47.40,14.84,3301.97,37.14,
1020,"HGEN","Hydrogenone Capital Growth Plc",ON15,SET3,47.40,14.84,3301.97,37.14,
1021,"HGM","Highland Gold Mining Ld",ASM6,AMSM,119.69,92.62,298.13,133.61,
1022,"HGMA","Highland Gold Mining Ld",AIMN,ASXN,119.69,92.62,298.13,133.61,
1023,"HGT","Hg Capital Trust Plc",F25T,STMM,36.64,15.17,47.43,36.83,
1024,"HHI","Henderson High Income Trust Plc",SSC6,SSMM,12.25,"-0.59",13.57,12.14,
1025,"HHV","Hargreave Hale Aim Vct Plc",SQQ3,SSQ3,"-0.86","-0.86",0.89,"-0.86",
1026,"HICL","Hicl Infrastructure Plc",F25F,STMM,368.70,208.90,,368.70,
1027,"HIK","Hikma Pharmaceuticals Plc",F25F,STMM,402.27,222.58,1887.87,311.32,
1028,"HILS","Hill & Smith Plc",F25F,STMM,50.90,13.00,705.00,34.20,
1029,"HINT","Henderson International Income Trust Plc",SSC7,SSMM,13.26,"-0.03",14.61,11.73,
1030,"HL.","Hargreaves Lansdown Plc",FS10,SET1,269.20,"-24.70",583.00,216.30,
1031,"HLCL","Helical Plc",SSC5,SSMM,72.89,76.31,51.15,88.89,
1032,"HLMA","Halma Plc",FS10,SET1,304.40,175.70,1525.30,244.40,
1033,"HLN","Haleon Plc",FE10,SET1,304.40,175.70,1525.30,244.40,
1034,"HMA1","Hiro Metaverse Acquisitions I S.a.",SMEV,SSMU,304.40,175.70,1525.30,244.40,
1035,"HMI","Harvest Minerals Limited",AMQ1,ASQ1,"-4.17","-4.17",4.86,"-4.17",
1036,"HMLB","Hml Holdings Plc",AIMN,ASXN,"-4.17","-4.17",4.86,"-4.17",
1037,"HMLH","Hml Holdings Plc",AIMP,ASX1,1.42,0.88,31.21,1.09,
1038,"HMSF","Highbridge Multi-strategy Fund Limited",SSC6,SSMM,"-5.16","-5.16",,"-5.16",
1039,"HMSO","Hammerson Plc",F25F,STMM,"-408.00","-454.00",134.80,"-429.10",
1040,"HNE","Henderson Eurotrust Plc",SSC6,SSMM,4.08,"-0.14",5.00,3.46,
1041,"HNG","Hawkwing Plc",SQS3,SSQ3,"-0.07","-0.01",,"-0.01",
1042,"HNR","Highlands Natural Resources Plc",SQS3,SSQ3,"-5.77","-5.77",1.02,"-5.57",
1043,"HNT","Huntsworth Plc",SSC5,SSMM,29.82,12.44,264.85,20.30,
1044,"HOC","Hochschild Mining Plc",SSC4,SSMM,101.55,40.61,600.00,56.89,
1045,"HOME","Home Reit Plc",ON10,SET3,20.93,16.94,11.76,20.93,
1046,"HONY","Honeycomb Investment Trust Plc",SSC5,SSMM,31.81,3.60,56.48,31.81,
1047,"HOT","Henderson Opportunities Trust Plc",ON15,SET3,1.01,"-1.52",1.50,1.01,
1048,"HOTC","Hotel Chocolat Group Plc",AMQ1,ASQ1,7.82,5.68,164.55,5.68,
1049,"HOYE","Honye Financial Services Limited",SQS3,SSQ3,"-0.81","-0.81",,"-0.81",
1050,"HPA1","Hambro Perks Acquisition Company Limited",SMEV,SSMU,1.08,1.08,2.22,1.08,
1051,"HPAC","Hermes Pacific Investments Plc",AIMP,ASX1,"-0.11","-0.11",,"-0.11",
1052,"HRI","Herald Investment Trust Plc",F25F,STMM,"-4.91","-5.42",12.25,"-5.42",
1053,"HRN","Hornby Plc",AMQ1,ASQ1,0.58,2.50,53.74,2.50,
1054,"HSBA","Hsbc Holdings Plc",FE10,SET1,13980.47,4602.48,47281.88,9322.53,
1055,"HSD","Hansard Global Plc",ON15,SET3,5.10,"-1.20",,4.90,
1056,"HSL","Henderson Smaller Companies Investment Trust Plc",F25T,STMM,18.36,0.62,20.65,18.36,
1057,"HSM","Heath (samuel) & Sons Plc",AIMP,ASX1,2.03,1.47,14.02,1.47,
1058,"HSP","Hargreaves Services Plc",ASM7,AMSM,34.48,30.80,177.91,37.04,
1059,"HSS","Hss Hire Group Plc",ASM6,AMSM,6.07,53.73,303.27,53.73,
1060,"HSTG","Hastings Group Holdings Plc",ON5,SET3,82.10,"-19.40",741.30,69.70,
1061,"HSTN","Hansteen Holdings Plc",ON10,SET3,59.50,35.80,56.10,61.40,
1062,"HSV","Homeserve Plc",ON5,SET3,175.10,43.50,1429.30,132.80,
1063,"HSW","Hostelworld Group Plc",SSC5,SSMM,"-30.76","-30.29",14.21,"-30.29",
1064,"HSX","Hiscox Ltd",FS10,SET1,190.80,150.30,4269.20,189.50,
1065,"HTCF","Highbridge Tactical Credit Fund Limited",ON15,SET3,3.88,3.88,,3.88,
1066,"HTG","Hunting Plc",F25T,STMM,"-63.22","-63.45",385.71,"-63.45",
1067,"HTWS","Helios Towers Plc",F25T,STMM,"-15.29","-26.84",302.81,"-26.84",
1068,"HUI","Hydrogen Utopia International Plc",SQS3,SSQ3,"-1.04","-1.04",,"-1.04",
1069,"HUM","Hummingbird Resources Plc",AMQ1,ASQ1,"-9.00","-8.07",120.37,"-8.07",
1070,"HUNT","Hunters Property Plc",AMQ1,ASQ1,0.97,0.11,13.98,0.84,
1071,"HUR","Hurricane Energy Plc",ASM6,AMSM,18.21,18.24,240.54,18.24,
1072,"HUW","Helios Underwriting Plc",AIMP,ASX1,0.34,0.30,5.08,0.30,
1073,"HVO","Hvivo Plc",AMQ1,ASQ1,"-18.86","-16.83",11.03,"-16.83",
1074,"HVOA","Hvivo.assd.cash",AIMN,ASXN,"-18.86","-16.83",11.03,"-16.83",
1075,"HVPE","Harbourvest Global Private Equity Limited",F25F,STMM,"-10.69","-10.69",,"-10.69",
1076,"HVT","Heavitree Brewery Plc",AIMP,ASX1,1.84,1.15,7.53,1.53,
1077,"HVTA","Heavitree Brewery Plc",AIMP,ASX1,1.17,0.56,7.08,0.92,
1078,"HVTB","Heavitree 11h%",AIMN,ASXN,1.17,0.56,7.08,0.92,
1079,"HW.","Harwood Wealth Management Group Plc",AMQ1,ASQ1,1.96,"-0.83",32.69,1.20,
1080,"HWC","Highway Capital Plc",SQSL,SSX3,"-0.54","-0.54",,"-0.54",
1081,"HWDN","Howden Joinery Group Plc",F25F,STMM,390.30,314.50,2093.70,314.50,
1082,"HWG","Harworth Group Plc",SSC5,SSMM,127.23,88.08,109.88,93.99,
1083,"HWSL","Hwsi Realisation Fund Limited",ON15,SET3,3.21,"-4.90",11.09,3.20,
1084,"HYDG","Hydrogen Group Plc",AIMP,ASX1,1.69,0.82,121.28,1.34,
1085,"HYG","Seneca Growth Capital Vct Plc",SQQ3,SSQ3,"-0.22","-0.22",,"-0.22",
1086,"HYNS","Haynes Publishing Group Plc",SQQ3,SSQ3,1.87,0.28,36.20,1.42,
1087,"HYR","Hydrodec Group Plc",AMQ1,ASQ1,"-5.21","-5.57",11.65,"-5.57",
1088,"HYVE","Hyve Group Plc",SSC5,SSMM,"-20.59","-19.19",55.20,"-19.19",
1089,"HZD","Horizon Discovery Group Plc",ASM6,AMSM,"-11.51","-4.61",58.25,"-4.61",
1090,"HZM","Horizonte Minerals Plc",AIMP,ASX1,"-2.39","-10.43",,"-10.43",
1091,"I3E","I3 Energy Plc",AS50,AMSM,25.74,21.67,86.76,25.08,
1092,"IAG","International Consolidated Airlines Group S.a.",FS10,SET1,"-2949.25","-2466.54",7110.33,"-2466.54",
1093,"IAT","Invesco Asia Trust Plc",SSC6,SSMM,4.53,"-3.64",5.60,3.86,
1094,"IBPO","Ienergizer Limited",ASM7,AMSM,53.53,"-113.19",200.33,48.94,
1095,"IBST","Ibstock Plc",F25F,STMM,64.94,15.03,408.66,31.81,
1096,"IBSU","Insight Business Support Plc",SQS3,SSQ3,64.94,15.03,408.66,31.81,
1097,"IBT","International Biotechnology Trust Plc",SSC5,SSMM,"-2.06","-11.77",1.13,"-2.23",
1098,"ICGC","Irish Continental Group Plc",ON15,SET3,"-3.45","-4.12",281.30,"-4.12",
1099,"ICGT","Icg Enterprise Trust Plc",F25T,STMM,1.78,"-16.07",5.50,1.78,
1100,"ICON","Iconic Labs Plc",SQS3,SSQ3,"-2.84","-2.39",0.11,"-2.39",
1101,"ICP","Intermediate Capital Group Plc",F25F,STMM,565.40,361.10,982.10,526.80,
1102,"IDE","Ide Group Holdings Plc",AMQ1,ASQ1,"-21.58","-18.48",24.06,"-18.48",
1103,"IDEA","Ideagen Plc",AMQ1,ASQ1,0.78,"-0.17",65.64,0.62,
1104,"IDH","Immunodiagnostic Systems Holdings Plc",AMQ1,ASQ1,3.25,3.15,39.55,3.35,
1105,"IDOX","Idox Plc",AS50,AMSM,7.27,11.95,62.19,11.95,
1106,"IDP","Innovaderma Plc",SQS3,SSQ3,"-1.36","-1.63",7.38,"-1.63",
1107,"IDS","International Distributions Services Plc",F25F,STMM,6.69,4.20,117.30,4.71,
1108,"IEM","Impax Environmental Markets Plc",F25S,STMM,11.00,2.89,15.20,9.39,
1109,"IES","Invinity Energy Systems Plc",AMQ1,ASQ1,11.00,2.89,15.20,9.39,
1110,"IFP","Ifg Group Plc",SMEV,SSMU,0.40,"-0.86",78.80,"-0.86",
1111,"IGAS","Igas Energy Plc",ASM6,AMSM,"-12.27","-6.24",37.92,"-6.24",
1112,"IGC","India Capital Growth Fund Limited",ON10,SET3,"-0.49","-0.71",,"-0.71",
1113,"IGE","Image Scan Holdings Plc",AIMP,ASX1,0.19,0.24,2.87,0.24,
1114,"IGG","Ig Group Holdings Plc",F25F,STMM,477.00,317.70,982.00,503.90,
1115,"IGP","Intercede Group Plc",AIMP,ASX1,0.32,0.72,9.93,0.72,
1116,"IGR","Ig Design Group Plc",AMQ1,ASQ1,2.20,"-12.55",965.09,"-3.28",
1117,"IGV","Income & Growth Vct (the) Plc",SQQ3,SSQ3,0.96,"-3.94",1.95,0.91,
1118,"IHC","Inspiration Healthcare Group Plc",AMQ1,ASQ1,3.96,3.59,41.05,3.59,
1119,"IHG","Intercontinental Hotels Group Plc",FS10,SET1,266.95,196.70,2149.65,196.70,
1120,"IHP","Integrafin Holdings Plc",F25F,STMM,94.65,22.58,123.67,51.03,
1121,"IHR","Impact Healthcare Reit Plc",SSC5,SSMM,31.97,10.10,36.40,31.97,
1122,"IIG","Intuitive Investments Group Plc",AMQ1,ASQ1,0.73,0.56,,0.56,
1123,"III","3i Group Plc",FS10,SET1,4018.00,3624.00,,4013.00,
1124,"IIP","Infrastructure India Plc",AMQ1,ASQ1,"-30.85","-30.85",,"-30.85",
1125,"IIT","Independent Investment Trust Plc",SSC6,SSMM,5.12,0.85,5.92,5.12,
1126,"IKA","Ilika Plc",AMQ1,ASQ1,"-8.14","-7.13",0.50,"-7.13",
1127,"IKIV","Ikigai Ventures Limited",SQS3,SSQ3,"-8.14","-7.13",0.50,"-7.13",
1128,"IL0A","Permanent Tsb Group Holdings Plc",SMEV,SSMU,"-8.14","-7.13",0.50,"-7.13",
1129,"IMB","Imperial Brands Plc",FS10,SET1,3238.00,1529.00,32791.00,2834.00,
1130,"IMC","Imc Exploration Group Plc",SQS3,SSQ3,"-0.34","-0.34",,"-0.34",
1131,"IMI","Imi Plc",F25F,STMM,244.60,134.50,1866.00,196.30,
1132,"IMM","Immupharma Plc",ASM6,AMSM,"-8.94","-8.17",0.12,"-8.17",
1133,"IMMO","Immotion Group Plc",AMQ1,ASQ1,"-2.04","-2.00",9.39,"-2.00",
1134,"IMO","Imimobile Plc",AMQ1,ASQ1,3.13,1.97,171.19,1.97,
1135,"INCE","Ince Group Plc (the)",AMQ1,ASQ1,1.96,0.33,100.20,0.33,
1136,"INCH","Inchcape Plc",F25F,STMM,194.80,117.00,7640.10,117.00,
1137,"IND","Indigovision Group Plc",AMQ1,ASQ1,1.00,1.37,37.84,1.37,
1138,"INDI","Indus Gas Limited",AM25,AMSM,31.98,20.26,35.20,20.26,
1139,"INDV","Indivior Plc",F25F,STMM,140.50,151.59,584.92,151.59,
1140,"INF","Informa Plc",FS10,SET1,137.10,77.90,1798.70,77.90,
1141,"ING","Ingenta Plc",AIMP,ASX1,0.73,1.39,10.14,1.80,
1142,"INHC","Induction Healthcare Group Plc",AMQ1,ASQ1,"-8.12","-7.61",1.51,"-7.61",
1143,"INL","Inland Homes Plc",AMQ1,ASQ1,13.20,9.60,181.70,9.60,
1144,"INLZ","Inland Zdp",SQSL,SSX3,13.20,9.60,181.70,9.60,
1145,"INM","Independent News & Media Plc",SQQ3,SSQ3,10.30,9.10,191.00,9.10,
1146,"INPP","International Public Partnerships Ld",F25F,STMM,129.17,10.73,81.93,129.21,
1147,"INS","Instem Plc",AMQ1,ASQ1,2.98,1.68,46.02,1.68,
1148,"INSE","Inspired Plc",AMQ1,ASQ1,1.11,"-0.62",67.94,1.64,
1149,"INSG","Insig Ai Plc",AIMP,ASX1,"-1.06","-1.06",1.04,"-1.06",
1150,"INSP","Inspirit Energy Holdings Plc",AIMP,ASX1,"-0.28","-0.25",,"-0.25",
1151,"INTO","Intosol Holdings Plc",SQS3,SSQ3,"-1.58","-1.62",6.46,"-1.62",
1152,"INTU","Intu Properties Plc",SSC8,SSMM,"-2016.00","-1959.10",542.30,"-1950.90",
1153,"INV","Investment Company Plc",SQQ3,SSQ3,0.09,"-0.07",0.72,0.07,
1154,"INVP","Investec Plc",F25T,STMM,697.26,377.96,1951.21,556.37,
1155,"INVR","Investec Pref",SQNL,SSX3,697.26,377.96,1951.21,556.37,
1156,"INX","I-nexus Global Plc",AMQ1,ASQ1,"-1.13","-0.72",3.64,"-0.72",
1157,"IOF","Iofina Plc",AMQ1,ASQ1,5.12,9.82,39.04,9.82,
1158,"IOG","Iog Plc",AMQ1,ASQ1,"-4.27","-4.27",,"-4.27",
1159,"IOM","Iomart Group Plc",ASM6,AMSM,12.17,1.80,103.02,9.40,
1160,"IPE","Invesco Enhanced Income Limited",ON15,SET3,7.88,,8.88,7.87,
1161,"IPEL","Impellam Group Plc",AMQ1,ASQ1,15.40,8.30,2262.40,8.30,
1162,"IPF","International Personal Finance Plc",SSC5,SSMM,67.70,41.90,548.70,41.90,
1163,"IPO","Ip Group Plc",F25S,STMM,186.10,185.40,,185.40,
1164,"IPU","Invesco Perpetual Uk Smaller Companies Investment Trust Plc",SSC5,SSMM,2.81,"-3.73",3.45,2.81,
1165,"IPX","Impax Asset Management Group Plc",AS50,AMSM,45.75,26.63,143.06,40.24,
1166,"IQAI","Iq-ai Limited",SQS3,SSQ3,"-0.62","-0.64",0.27,"-0.64",
1167,"IQE","Iqe Plc",AS50,AMSM,6.75,0.97,156.29,0.97,
1168,"IQG","Iqgeo Group Plc",AMQ1,ASQ1,"-2.74","-1.93",13.85,"-1.93",
1169,"IRON","Ironveld Plc",AIMP,ASX1,"-0.47","-0.46",,"-0.46",
1170,"ISAT","Inmarsat Plc",F25F,STMM,131.66,42.42,1148.95,97.39,
1171,"ITE","Ite Group Plc",SSC5,SSMM,"-3.68","-18.65",175.67,"-8.06",
1172,"ITH","Ithaca Energy Plc",F25T,STMM,"-3.68","-18.65",175.67,"-8.06",
1173,"ITIM","Itim Group Plc",AMQ1,ASQ1,0.23,0.25,13.47,0.25,
1174,"ITM","Itm Power Plc",AE50,AMSM,"-27.65","-27.70",4.28,"-27.70",
1175,"ITRK","Intertek Group Plc",FS10,SET1,413.40,117.50,2786.30,288.10,
1176,"ITS","In The Style Group Plc",AMQ1,ASQ1,"-1.54","-1.33",57.32,"-1.33",
1177,"ITV","Itv Plc",F25F,STMM,480.00,378.00,3453.00,378.00,
1178,"ITX","Itaconix Plc",AMQ1,ASQ1,"-0.45","-0.46",2.60,"-0.46",
1179,"IUG","Intelligent Ultrasound Group Plc",AMQ1,ASQ1,"-4.37","-3.61",7.60,"-3.61",
1180,"IVI","Invesco Income Growth Trust Plc",SSC6,SSMM,6.51,"-0.37",7.39,6.51,
1181,"IVPB","Invesco Select Trust Plc",SQQ3,SSQ3,6.51,"-0.37",7.39,6.51,
1182,"IVPG","Invesco Select Trust Plc",SQQ3,SSQ3,2.14,2.06,2.75,2.06,
1183,"IVPM","Invesco Select Trust Plc",SQQ3,SSQ3,2.14,,2.75,2.06,
1184,"IVPU","Invesco Select Trust Plc",SSC6,SSMM,2.69,0.04,3.28,2.55,
1185,"IWG","Iwg Plc",F25F,STMM,"-620.10","-646.80",2480.20,"-646.80",
1186,"IX.","I(x) Net Zero Plc",AMQ1,ASQ1,26.60,26.44,0.00,26.44,
1187,"IXI","Ixico Plc",AMQ1,ASQ1,0.86,0.95,9.53,0.95,
1188,"JADE","Jade Road Investments Limited",AMQ1,ASQ1,"-28.41","-28.41",,"-28.41",
